Function name	Segment	Start	Length	Locals	Arguments	R	F	L	M	S	B	T	=
sub_4283B0	.text	004283B0	00000214	00000040	00000004	R	.	.	.	.	.	.	.
sub_4285D0	.text	004285D0	00000083	00000000	00000008	R	.	.	.	.	.	.	.
sub_428660	.text	00428660	00000056	00000000	0000000A	R	.	.	.	.	.	T	.
sub_4286C0	.text	004286C0	00000029	00000000	0000000A	R	.	.	.	.	.	.	.
sub_4286F0	.text	004286F0	00000025	00000000	0000000C	R	.	.	.	.	.	T	.
sub_428720	.text	00428720	0000001B	00000000	00000008	R	.	.	.	.	.	.	.
sub_428740	.text	00428740	00000094	00000000	00000011	R	.	.	.	.	.	T	.
sub_4287E0	.text	004287E0	0000001D	00000000	00000008	R	.	.	.	.	.	.	.
sub_428800	.text	00428800	0000001F	00000000	00000008	R	.	.	.	.	.	.	.
sub_428820	.text	00428820	0000000E	00000000	00000004	R	.	.	.	.	.	.	.
sub_428830	.text	00428830	00000208	00000008	00000000	R	.	.	.	.	.	.	.
sub_428A40	.text	00428A40	0000001B	00000000	00000008	R	.	.	.	.	.	.	.
sub_428A60	.text	00428A60	0000003E	00000000	0000000E	R	.	.	.	.	.	.	.
sub_428AA0	.text	00428AA0	00000064	00000000	0000001C	R	.	.	.	.	.	T	.
sub_428B10	.text	00428B10	0000002E	00000000	0000000A	R	.	.	.	.	.	.	.
sub_428B40	.text	00428B40	00000085	00000004	00000008	R	.	.	.	.	.	.	.
sub_428BD0	.text	00428BD0	00000067	00000000	00000002	R	.	.	.	.	.	.	.
sub_428C40	.text	00428C40	0000008A	00000004	0000000C	R	.	.	.	.	.	.	.
sub_428CD0	.text	00428CD0	000005D3	000000DC	00000004	R	.	.	.	.	.	.	.
sub_4292B0	.text	004292B0	0000007F	0000000C	00000004	R	.	.	.	.	.	.	.
sub_429330	.text	00429330	000001A5	0000001C	00000008	R	.	.	.	.	.	.	.
sub_4294E0	.text	004294E0	0000005B	00000010	00000004	R	.	.	.	.	.	.	.
sub_429540	.text	00429540	00000788	000000D4	00000000	R	.	.	.	.	.	.	.
Unk_SetDebugMenuRelated_maybe_429CD0	.text	00429CD0	0000003D	00000000	00000004	R	.	.	.	.	.	.	.
sub_429D10	.text	00429D10	0000003B	00000000	00000000	R	.	.	.	.	.	.	.
AddScaledValueAndClamp_f_429D50	.text	00429D50	00000035	00000000	00000014	R	.	.	.	.	.	T	.
AddScaledValueAndClamp_i32_429D90	.text	00429D90	00000030	00000000	00000014	R	.	.	.	.	.	T	.
DebugMenuSetTextVehicleStats_429DC0	.text	00429DC0	000002FD	00000004	00000014	R	.	.	.	.	.	T	.
DebugSetVehicleStat_maybe_42A110	.text	0042A110	0000042A	0000000C	00000008	R	.	.	.	.	.	T	.
DebugMenuSetTextMain_42A580	.text	0042A580	00000294	00000008	00000014	R	.	.	.	.	.	T	.
SetPauseMenuTextMain_maybe_42A840	.text	0042A840	00000198	00000004	00000014	R	.	.	.	.	.	T	.
DebugSetGameValue_maybe_42A9F0	.text	0042A9F0	0000014E	00000000	00000008	R	.	.	.	.	.	T	.
sub_42AB60	.text	0042AB60	0000001B	00000000	00000004	R	.	.	.	.	.	.	.
sub_42AB80	.text	0042AB80	000000E1	00000008	00000004	R	.	.	.	.	.	.	.
SetPauseMenuText_maybe_42AC70	.text	0042AC70	0000007E	00000000	00000014	R	.	.	.	.	.	T	.
DebugSetValue_42ACF0	.text	0042ACF0	00000034	00000000	00000008	R	.	.	.	.	.	T	.
sub_42AD30	.text	0042AD30	0000002A	00000000	00000004	R	.	.	.	.	.	.	.
sub_42AD60	.text	0042AD60	00000088	00000004	00000000	R	.	.	.	.	.	.	.
sub_42ADF0	.text	0042ADF0	00000006	00000000	00000000	R	.	.	.	.	.	.	.
sub_42AE00	.text	0042AE00	00000756	0000037C	00000000	R	.	.	.	.	.	.	.
sub_42B560	.text	0042B560	0000007C	00000008	00000004	R	.	.	.	.	.	.	.
sub_42B5E0	.text	0042B5E0	0000005E	00000000	0000001A	R	.	.	.	.	.	T	.
sub_42B640	.text	0042B640	000000C6	00000010	0000001A	R	.	.	.	.	.	T	.
sub_42B710	.text	0042B710	00000301	00000070	0000001C	R	.	.	.	.	.	.	.
sub_42BA20	.text	0042BA20	000000D4	00000008	00000021	R	.	.	.	.	.	T	.
sub_42BB00	.text	0042BB00	0000004C	00000000	0000000C	R	.	.	.	.	.	.	.
sub_42BB50	.text	0042BB50	00000309	0000001C	0000000C	R	.	.	.	.	.	T	.
sub_42BE60	.text	0042BE60	00000328	00000040	00000000	R	.	.	.	.	.	.	.
sub_42C1A0	.text	0042C1A0	00000130	00000024	00000004	R	.	.	.	.	.	.	.
sub_42C2D0	.text	0042C2D0	00000010	00000000	00000005	R	.	.	.	.	.	.	.
sub_42C2E0	.text	0042C2E0	00000098	00000000	0000001D	R	.	.	.	.	.	T	.
sub_42C380	.text	0042C380	00000060	00000000	0000001D	R	.	.	.	.	.	T	.
sub_42C3E0	.text	0042C3E0	0000001F	00000004	00000000	R	.	.	.	.	.	.	.
sub_42C400	.text	0042C400	00000014	00000004	00000000	R	.	.	.	.	.	.	.
sub_42C420	.text	0042C420	00000034	00000000	0000000C	R	.	.	.	.	.	.	.
sub_42C460	.text	0042C460	0000002F	00000004	00000000	R	.	.	.	.	.	.	.
sub_42C490	.text	0042C490	00000042	00000000	00000008	R	.	.	.	.	.	.	.
sub_42C4E0	.text	0042C4E0	00000020	00000000	0000000C	R	.	.	.	.	.	.	.
sub_42C500	.text	0042C500	0000000B	00000000	00000000	R	.	.	.	.	.	.	.
sub_42C510	.text	0042C510	00000289	0000002C	00000008	R	.	.	.	.	.	.	.
sub_42C7A0	.text	0042C7A0	00000060	00000000	0000001C	R	.	.	.	.	.	.	.
sub_42C800	.text	0042C800	00000300	00000030	00000004	R	.	.	.	.	.	.	.
sub_42CB00	.text	0042CB00	00000198	00000014	00000004	R	.	.	.	.	.	.	.
sub_42CCA0	.text	0042CCA0	00000673	0000003C	00000004	R	.	.	.	.	.	.	.
sub_42D330	.text	0042D330	0000004C	00000000	0000000C	R	.	.	.	.	.	.	.
sub_42D380	.text	0042D380	00000034	0000000C	00000000	R	.	.	.	.	.	.	.
sub_42D3C0	.text	0042D3C0	00000014	00000000	00000008	R	.	.	.	.	.	.	.
sub_42D3E0	.text	0042D3E0	00000027	00000000	0000000D	R	.	.	.	.	.	.	.
sub_42D410	.text	0042D410	0000001D	00000000	00000004	R	.	.	.	.	.	.	.
sub_42D430	.text	0042D430	0000000A	00000000	00000004	R	.	.	.	.	.	.	.
sub_42D440	.text	0042D440	0000000C	00000000	00000000	R	.	.	.	.	.	.	.
sub_42D450	.text	0042D450	00000008	00000000	00000000	R	.	.	.	.	.	.	.
sub_42D460	.text	0042D460	00000010	00000000	00000008	R	.	.	.	.	.	.	.
sub_42D470	.text	0042D470	00000020	00000004	00000000	R	.	.	.	.	.	.	.
sub_42D490	.text	0042D490	0000005C	00000004	00000008	R	.	.	.	.	.	.	.
sub_42D4F0	.text	0042D4F0	00000005	00000000	00000000	R	.	.	.	.	.	.	.
___setargv	.text	0042D500	0000000B	00000000	00000000	R	.	L	.	.	.	.	.
sub_42D510	.text	0042D510	0000000B	00000000	00000000	R	.	.	.	.	.	.	.
sub_42D520	.text	0042D520	000000DC	0000001C	00000008	R	.	.	.	.	.	.	.
UNK_GetBINMemoryPtrMAYBE_42D600	.text	0042D600	0000002B	00000000	00000004	R	.	.	.	.	.	.	.
UNK_ReadBINIntoMemoryMAYBE_42D640	.text	0042D640	0000003B	00000004	00000010	R	.	.	.	.	.	T	.
UNK_OpenBIN_42D680	.text	0042D680	0000005F	00000008	00000004	R	.	.	.	.	.	.	.
UNK_CloseBIN_42D6F0	.text	0042D6F0	00000023	00000004	00000004	R	.	.	.	.	.	.	.
UNK_FontTextureTableStuff_maybe_42D720	.text	0042D720	000001A1	0000000C	00000000	R	.	.	.	.	.	.	.
sub_42D8D0	.text	0042D8D0	0000002C	00000000	00000004	R	.	.	.	.	.	.	.
sub_42D900	.text	0042D900	0000000E	00000000	00000004	R	.	.	.	.	.	.	.
Unk_SetPosAt50C0B8_42D910	.text	0042D910	00000018	00000000	00000006	R	.	.	.	.	.	T	.
sub_42D930	.text	0042D930	0000001C	00000000	00000008	R	.	.	.	.	.	.	.
UNK_SetColorAt4BFA0C_42D950	.text	0042D950	00000031	00000000	0000000D	R	.	.	.	.	.	T	.
Unk_swrText_DrawString_maybe_42D990	.text	0042D990	0000045A	00000028	00000020	R	.	.	.	.	.	.	.
sub_42DDF0	.text	0042DDF0	0000001F	00000000	00000008	R	.	.	.	.	.	.	.
UNK_FormatStringWithOffset_maybe_42DE10	.text	0042DE10	0000001A	00000000	00000008	R	.	.	.	.	.	.	.
Unk_swrText_GetStringWidth_42DE30	.text	0042DE30	0000013A	0000001C	00000008	R	.	.	.	.	.	.	.
UNK_FormatStringExtAscii_maybe_42DF70	.text	0042DF70	00000166	00000020	00000008	R	.	.	.	.	.	T	.
sub_42E0E0	.text	0042E0E0	0000006E	00000010	00000010	R	.	.	.	.	.	.	.
Unk_swrText_ParseAndDrawEntry_42E150	.text	0042E150	00000A75	0000007C	0000000A	R	.	.	.	.	.	T	.
UNK_StringFunc_42EC50	.text	0042EC50	0000016C	00000010	00000004	R	.	.	.	.	.	T	.
sub_42EDC0	.text	0042EDC0	000000EA	00000008	00000001	R	.	.	.	.	.	.	.
sub_42EEB0	.text	0042EEB0	000004C2	00000010	00000009	R	.	.	.	.	.	.	.
UNK_Deg2SinCos_42F380	.text	0042F380	0000002B	00000000	0000000C	R	.	.	.	.	.	T	.
sub_42F3B0	.text	0042F3B0	00000022	00000004	00000004	R	.	.	.	.	.	T	.
sub_42F3E0	.text	0042F3E0	0000015E	00000014	00000004	R	.	.	.	.	.	T	.
sub_42F540	.text	0042F540	00000014	00000000	00000004	R	.	.	.	.	.	T	.
sub_42F560	.text	0042F560	00000171	00000008	00000008	R	.	.	.	.	.	T	.
UNK_AddVec2_42F6E0	.text	0042F6E0	0000001C	00000000	0000000C	R	.	.	.	.	.	.	.
UNK_ScaleVec2_42F700	.text	0042F700	0000001B	00000000	0000000C	R	.	.	.	.	.	T	.
UNK_ScalarMADVec2_42F720	.text	0042F720	00000024	00000000	00000010	R	.	.	.	.	.	T	.
UNK_MagnitudeVec2_42F750	.text	0042F750	0000002E	00000004	00000004	R	.	.	.	.	.	.	.
UNK_NormalizeVec2_42F780	.text	0042F780	0000002B	00000004	00000004	R	.	.	.	.	.	.	.
Vec3_SetFromFloats_maybe_42F7B0	.text	0042F7B0	00000019	00000000	00000010	R	.	.	.	.	.	T	.
Vec3_Copy_42F7D0	.text	0042F7D0	00000019	00000000	00000008	R	.	.	.	.	.	T	.
UNK_CompareVec3_42F7F0	.text	0042F7F0	00000036	00000000	00000008	R	.	.	.	.	.	.	.
SetVec3toAddedVec3s_42F830	.text	0042F830	00000025	00000000	0000000C	R	.	.	.	.	.	T	.
UNK_Vec3_Subtract_42F860	.text	0042F860	00000025	00000000	0000000C	R	.	.	.	.	.	T	.
UNK_SqMagnitudeVec3_42F890	.text	0042F890	00000025	00000000	00000008	R	.	.	.	.	.	.	.
Vec3_Magnitude_42F8C0	.text	0042F8C0	00000041	00000008	00000004	R	.	.	.	.	.	T	.
UNK_SqDistanceBetweenVec3_42F910	.text	0042F910	0000003F	00000000	00000008	R	.	.	.	.	.	.	.
UNK_DistanceBetweenVec3_42F950	.text	0042F950	00000051	00000010	00000008	R	.	.	.	.	.	.	.
UNK_Vec3_Normalize_42F9B0	.text	0042F9B0	00000033	00000004	00000004	R	.	.	.	.	.	T	.
UNK_Vec3_CrossProduct_42F9F0	.text	0042F9F0	00000057	0000000C	0000000C	R	.	.	.	.	.	T	.
Vec3_Scale_42FA50	.text	0042FA50	00000025	00000000	0000000C	R	.	.	.	.	.	T	.
UNK_Vec3_AddVec3aAndScaledVec3b_42FA80	.text	0042FA80	00000031	00000000	00000010	R	.	.	.	.	.	T	.
UNK_ParallelScaleThenSumVec3_42FAC0	.text	0042FAC0	0000004B	00000000	00000014	R	.	.	.	.	.	T	.
UNK_Mat4_SetRowFromVec3_42FB10	.text	0042FB10	00000022	00000000	0000000C	R	.	.	.	.	.	.	.
UNK_Vec3_GetRowFromMat4_42FB40	.text	0042FB40	00000022	00000000	0000000C	R	.	.	.	.	.	T	.
UNK_MultMat4AndReturnNew_42FB70	.text	0042FB70	0000040D	00000080	0000000C	R	.	.	.	.	.	.	.
UNK_MultMat4_42FF80	.text	0042FF80	00000385	00000040	00000008	R	.	.	.	.	.	.	.
sub_430310	.text	00430310	000001A1	00000004	00000008	R	.	.	.	.	.	.	.
sub_4304C0	.text	004304C0	00000263	00000038	0000000C	R	.	.	.	.	.	.	.
sub_430730	.text	00430730	000000D2	00000010	0000000C	R	.	.	.	.	.	.	.
sub_430810	.text	00430810	00000162	0000005C	00000008	R	.	.	.	.	.	.	.
UNK_Vec3Mat4MultThing_maybe_430980	.text	00430980	00000079	0000000C	0000000C	R	.	.	.	.	.	T	.
sub_430A00	.text	00430A00	0000008A	0000000C	0000000C	R	.	.	.	.	.	.	.
SetVec4_maybe_430A90	.text	00430A90	00000020	00000000	00000014	R	.	.	.	.	.	T	.
Vec4_MultiplyMat4_430AB0	.text	00430AB0	000000C3	00000010	0000000C	R	.	.	.	.	.	T	.
sub_430B80	.text	00430B80	00000280	00000038	00000008	R	.	.	.	.	.	T	.
sub_430E00	.text	00430E00	0000010A	00000014	00000010	R	.	.	.	.	.	T	.
sub_430F10	.text	00430F10	0000010A	00000014	00000010	R	.	.	.	.	.	T	.
sub_431020	.text	00431020	00000038	00000000	00000010	R	.	.	.	.	.	T	.
sub_431060	.text	00431060	00000041	00000000	00000008	R	.	.	.	.	.	.	.
UNK_ResetMat4_maybe_4310B0	.text	004310B0	00000046	00000000	00000010	R	.	.	.	.	.	T	.
sub_431100	.text	00431100	00000047	00000000	00000010	R	.	.	.	.	.	.	.
sub_431150	.text	00431150	0000023C	00000024	00000014	R	.	.	.	.	.	T	.
sub_431390	.text	00431390	0000003F	00000040	00000018	R	.	.	.	.	.	T	.
sub_4313D0	.text	004313D0	0000003B	00000000	00000004	R	.	.	.	.	.	.	.
sub_431410	.text	00431410	0000003F	00000040	00000018	R	.	.	.	.	.	T	.
Mat4Mult_maybe_431450	.text	00431450	00000097	00000000	00000014	R	.	.	.	.	.	T	.
sub_4314F0	.text	004314F0	000000A4	0000001C	00000010	R	.	.	.	.	.	.	.
sub_4315A0	.text	004315A0	0000004B	00000004	0000000C	R	.	.	.	.	.	.	.
sub_4315F0	.text	004315F0	00000026	00000004	00000010	R	.	.	.	.	.	T	.
sub_431620	.text	00431620	0000001E	00000000	00000010	R	.	.	.	.	.	T	.
CopyMat4x3toUnkStruct_maybe_431640	.text	00431640	00000054	00000000	00000008	R	.	.	.	.	.	T	.
sub_4316A0	.text	004316A0	00000064	00000004	00000008	R	.	.	.	.	.	.	.
sub_431710	.text	00431710	0000002B	00000040	00000008	R	.	.	.	.	.	.	.
sub_431740	.text	00431740	0000000C	00000000	00000008	R	.	.	.	.	.	T	.
sub_431750	.text	00431750	0000001A	00000000	0000000C	R	.	.	.	.	.	T	.
UNK_GetOffset0x00_431770	.text	00431770	00000007	00000000	00000004	R	.	.	.	.	.	.	.
UNK_GetOffset0x14_431780	.text	00431780	00000008	00000000	00000004	R	.	.	.	.	.	.	.
sub_431790	.text	00431790	00000014	00000000	00000008	R	.	.	.	.	.	.	.
sub_4317B0	.text	004317B0	00000009	00000000	00000004	R	.	.	.	.	.	.	.
sub_4317C0	.text	004317C0	00000009	00000000	00000004	R	.	.	.	.	.	.	.
sub_4317D0	.text	004317D0	00000008	00000000	00000004	R	.	.	.	.	.	.	.
sub_4317E0	.text	004317E0	00000034	00000000	00000010	R	.	.	.	.	.	.	.
sub_431820	.text	00431820	0000002C	00000000	00000008	R	.	.	.	.	.	.	.
sub_431850	.text	00431850	0000000F	00000000	00000008	R	.	.	.	.	.	.	.
sub_431860	.text	00431860	00000013	00000000	0000000C	R	.	.	.	.	.	.	.
sub_431880	.text	00431880	0000002F	00000000	00000008	R	.	.	.	.	.	.	.
sub_4318B0	.text	004318B0	00000008	00000000	00000004	R	.	.	.	.	.	.	.
__RTC_NumErrors	.text	004318C0	00000006	00000000	00000000	R	.	L	.	.	.	T	.
sub_4318D0	.text	004318D0	00000021	00000000	00000004	R	.	.	.	.	.	.	.
sub_431900	.text	00431900	0000004F	00000018	0000000C	R	.	.	.	.	.	.	.
sub_431950	.text	00431950	000000AD	00000004	00000008	R	.	.	.	.	.	.	.
sub_431A00	.text	00431A00	0000000F	00000000	00000008	R	.	.	.	.	.	.	.
sub_431A10	.text	00431A10	00000039	00000000	0000000C	R	.	.	.	.	.	.	.
sub_431A50	.text	00431A50	000000B0	00000010	00000014	R	.	.	.	.	.	.	.
sub_431B00	.text	00431B00	00000020	00000000	00000008	R	.	.	.	.	.	.	.
sub_431B20	.text	00431B20	00000066	00000000	00000008	R	.	.	.	.	.	.	.
sub_431B90	.text	00431B90	0000000C	00000000	00000008	R	.	.	.	.	.	.	.
sub_431BA0	.text	00431BA0	00000094	00000000	00000000	R	.	.	.	.	.	.	.
sub_431C40	.text	00431C40	00000089	00000080	00000014	R	.	.	.	.	.	.	.
sub_431CD0	.text	00431CD0	00000011	00000000	00000000	R	.	.	.	.	.	.	.
sub_431CF0	.text	00431CF0	000000F3	000000A0	00000004	R	.	.	.	.	.	T	.
sub_431DF0	.text	00431DF0	000000F3	000000A0	00000004	R	.	.	.	.	.	T	.
sub_431EF0	.text	00431EF0	000000DA	000000A0	00000004	R	.	.	.	.	.	T	.
sub_431FD0	.text	00431FD0	000000DA	000000A0	00000004	R	.	.	.	.	.	T	.
sub_4320B0	.text	004320B0	000000DB	000000A0	00000004	R	.	.	.	.	.	T	.
sub_432190	.text	00432190	00000014	00000000	00000004	R	.	.	.	.	.	.	.
sub_4321B0	.text	004321B0	000003CA	00000024	00000024	R	.	.	.	.	.	T	.
sub_432580	.text	00432580	0000002C	00000000	00000004	R	.	.	.	.	.	.	.
sub_4325B0	.text	004325B0	00000226	00000018	00000020	R	.	.	.	.	.	T	.
sub_4327E0	.text	004327E0	000001D8	00000014	0000001E	R	.	.	.	.	.	.	.
sub_4329C0	.text	004329C0	000001B7	00000010	00000020	R	.	.	.	.	.	.	.
sub_432B80	.text	00432B80	000001B0	00000028	00000008	R	.	.	.	.	.	.	.
sub_432D30	.text	00432D30	00000946	0002405C	00000010	R	.	.	.	.	.	.	.
sub_433680	.text	00433680	00000013	00000000	00000004	R	.	.	.	.	.	.	.
Unk_Hang_DoMenuTransition_unkMacro2_4336A0	.text	004336A0	00000028	00000000	00000000	R	.	.	.	.	.	.	.
Unk_Hang_DoMenuTransition_unkMacro1_4336D0	.text	004336D0	00000018	00000000	00000004	R	.	.	.	.	.	.	.
StoreHangPtr_maybe_4336F0	.text	004336F0	0000000A	00000000	00000004	R	.	.	.	.	.	.	.
sub_433700	.text	00433700	0000001C	00000000	00000000	R	.	.	.	.	.	.	.
Unk_Hang_DoMenuTransition_unkMacro3_433720	.text	00433720	0000001B	00000000	00000000	R	.	.	.	.	.	.	.
Unk_Hang_DoMenuTransition_unkMacro4_433740	.text	00433740	00000016	00000000	00000000	R	.	.	.	.	.	.	.
sub_433760	.text	00433760	00000062	00000000	00000000	R	.	.	.	.	.	.	.
sub_4337D0	.text	004337D0	0000000B	00000000	00000000	R	.	.	.	.	.	.	.
UNK_LargestFunction_4337E0	.text	004337E0	000016C0	00000218	00000028	R	.	.	.	.	.	T	.
sub_434EA0	.text	00434EA0	0000001B	00000000	00000004	.	.	.	.	.	.	.	.
sub_434EC0	.text	00434EC0	0000037D	00000004	00000004	R	.	.	.	.	.	T	.
sub_435240	.text	00435240	000004B5	0000000C	00000004	R	.	.	.	.	.	T	.
Unk_menuDrawVehicleSelect_maybe_435700	.text	00435700	000009D1	00000170	00000004	R	.	.	.	.	.	T	.
sub_4360E0	.text	004360E0	000006AB	0000003C	00000005	R	.	.	.	.	.	.	.
sub_4367C0	.text	004367C0	00000095	00000074	00000004	R	.	.	.	.	.	.	.
sub_436860	.text	00436860	00000038	00000000	00000004	R	.	.	.	.	.	T	.
sub_4368A0	.text	004368A0	000006B4	0000008C	00000004	R	.	.	.	.	.	T	.
sub_436FA0	.text	00436FA0	00000705	00000018	00000004	R	.	.	.	.	.	.	.
sub_4376B0	.text	004376B0	00000006	00000000	00000000	R	.	.	.	.	.	.	.
Unk_menuDrawWattosShop_4376C0	.text	004376C0	000007D5	0000013C	00000004	R	.	.	.	.	.	T	.
sub_437EA0	.text	00437EA0	000000C9	00000000	00000004	R	.	.	.	.	.	.	.
Unk_menuDrawVehicleUpgrades_437F70	.text	00437F70	00000D8E	00000100	00000004	R	.	.	.	.	.	.	.
UNK_InspectVehicleScreenMAYBE_438D20	.text	00438D20	00000975	0000006C	00000004	R	.	.	.	.	.	.	.
Unk_menuDrawPitDroids_maybe_4396D0	.text	004396D0	0000059C	00000080	00000004	R	.	.	.	.	.	.	.
UNK_menuDrawPlayerName_maybe_439C70	.text	00439C70	00000068	00000068	00000010	R	.	.	.	.	.	T	.
UNK_menuDrawRaceResults_maybe_439CE0	.text	00439CE0	00000ED2	00000174	00000004	R	.	.	.	.	.	T	.
Unk_menuDrawJunkyard_43ABC0	.text	0043ABC0	000004EA	0000011C	00000004	R	.	.	.	.	.	.	.
sub_43B0B0	.text	0043B0B0	0000011A	00000010	00000004	R	.	.	.	.	.	.	.
ClampTrackSelectCursor_maybe_43B1D0	.text	0043B1D0	00000064	00000008	00000004	R	.	.	.	.	.	.	.
Unk_menuDrawTrackSelect_maybe_43B240	.text	0043B240	00000629	00000118	00000000	R	.	.	.	.	.	.	.
UNK_DrawTrackDetailMenu_43B880	.text	0043B880	00000E13	00000064	00000004	R	.	.	.	.	.	T	.
Unk_menuDrawCantinaEntryCutscene_43C6F0	.text	0043C6F0	00000337	00000024	00000004	R	.	.	.	.	.	T	.
sub_43CA30	.text	0043CA30	00000473	00000050	00000004	R	.	.	.	.	.	.	.
sub_43CEB0	.text	0043CEB0	00000618	00000078	00000004	R	.	.	.	.	.	T	.
sub_43D4E0	.text	0043D4E0	00000231	00000040	00000000	R	.	.	.	.	.	.	.
UNK_UpdatePartHealth_43D720	.text	0043D720	00000248	0000001C	00000000	R	.	.	.	.	.	.	.
MassGenerateDefaultDataSAV_maybe_43D970	.text	0043D970	00000029	00000004	00000000	R	.	.	.	.	.	T	.
UNK_UnlockPodsTracksCheat_43D9A0	.text	0043D9A0	0000006C	00000000	00000000	R	.	.	.	.	.	.	.
sub_43DA10	.text	0043DA10	0000007E	00000010	00000004	R	.	.	.	.	.	.	.
sub_43DA90	.text	0043DA90	0000010F	00000008	0000000C	R	.	.	.	.	.	T	.
sub_43DBA0	.text	0043DBA0	0000066E	00000038	00000004	R	.	.	.	.	.	.	.
sub_43E210	.text	0043E210	00000112	00000028	00000000	R	.	.	.	.	.	.	.
sub_43E330	.text	0043E330	00000160	00000004	00000004	R	.	.	.	.	.	T	.
sub_43E490	.text	0043E490	00000118	00000004	00000000	R	.	.	.	.	.	.	.
sub_43E5B0	.text	0043E5B0	00000056	00000000	00000004	R	.	.	.	.	.	T	.
sub_43E620	.text	0043E620	000000CA	0000001C	00000004	R	.	.	.	.	.	.	.
sub_43E6F0	.text	0043E6F0	0000014B	00000010	00000000	R	.	.	.	.	.	.	.
sub_43E840	.text	0043E840	000001BC	00000018	00000004	R	.	.	.	.	.	.	.
GenerateDefaultDataSAV_maybe_43EA00	.text	0043EA00	0000014D	00000008	00000008	R	.	.	.	.	.	T	.
sub_43EB50	.text	0043EB50	000000B4	00000010	00000000	R	.	.	.	.	.	.	.
sub_43EC10	.text	0043EC10	0000076D	00000064	00000004	R	.	.	.	.	.	.	.
sub_43F380	.text	0043F380	000003EA	00000058	00000004	R	.	.	.	.	.	.	.
sub_43F770	.text	0043F770	00000162	00000010	00000004	R	.	.	.	.	.	.	.
sub_43F8E0	.text	0043F8E0	000002A9	00000068	0000000C	R	.	.	.	.	.	.	.
sub_43FBC0	.text	0043FBC0	0000011F	00000018	00000008	R	.	.	.	.	.	.	.
sub_43FCE0	.text	0043FCE0	000001A6	00000038	0000001C	R	.	.	.	.	.	T	.
sub_43FE90	.text	0043FE90	000002B9	00000014	0000000C	R	.	.	.	.	.	.	.
sub_440150	.text	00440150	00000286	0000000C	00000008	R	.	.	.	.	.	.	.
UNK_menuDrawBestTime_maybe_4403E0	.text	004403E0	0000016B	0000001C	00000014	R	.	.	.	.	.	T	.
sub_440550	.text	00440550	000000A0	0000000C	00000004	R	.	.	.	.	.	.	.
GetTrackNameString_maybe_440620	.text	00440620	00000174	00000000	00000004	R	.	.	.	.	.	.	.
sub_440800	.text	00440800	00000182	00000058	00000004	R	.	.	.	.	.	.	.
sub_440990	.text	00440990	0000003D	00000000	00000008	R	.	.	.	.	.	.	.
sub_4409D0	.text	004409D0	00000030	00000004	00000008	R	.	.	.	.	.	.	.
sub_440A00	.text	00440A00	00000014	00000000	00000005	R	.	.	.	.	.	.	.
sub_440A20	.text	00440A20	0000007C	0000000C	00000008	R	.	.	.	.	.	.	.
IsTrackUnlocked_maybe_440AA0	.text	00440AA0	0000004D	00000008	00000009	R	.	.	.	.	.	.	.
sub_440AF0	.text	00440AF0	0000005E	00000010	00000008	R	.	.	.	.	.	.	.
sub_440B50	.text	00440B50	00000069	00000004	00000004	R	.	.	.	.	.	.	.
sub_440BC0	.text	00440BC0	0000004E	00000000	00000004	R	.	.	.	.	.	.	.
sub_440C10	.text	00440C10	0000013D	00000014	00000004	R	.	.	.	.	.	.	.
sub_440D50	.text	00440D50	0000003C	00000004	00000008	R	.	.	.	.	.	.	.
sub_440D90	.text	00440D90	0000004D	00000000	00000000	R	.	.	.	.	.	.	.
sub_440DE0	.text	00440DE0	0000000C	00000000	00000004	R	.	.	.	.	.	.	.
sub_440DF0	.text	00440DF0	00000219	00000010	00000000	R	.	.	.	.	.	.	.
sub_441010	.text	00441010	0000000A	00000000	00000004	R	.	.	.	.	.	.	.
sub_441020	.text	00441020	0000000B	00000000	00000000	R	.	.	.	.	.	.	.
sub_441030	.text	00441030	00000006	00000000	00000000	R	.	.	.	.	.	.	.
sub_441040	.text	00441040	00000345	00000050	0000001C	R	.	.	.	.	.	.	.
sub_441390	.text	00441390	00000142	0000000C	00000010	R	.	.	.	.	.	T	.
sub_4414E0	.text	004414E0	00000222	00000040	00000018	R	.	.	.	.	.	T	.
sub_441710	.text	00441710	000000F4	00000010	00000014	R	.	.	.	.	.	T	.
sub_441810	.text	00441810	00000853	0000004C	0000001C	R	.	.	.	.	.	T	.
sub_442090	.text	00442090	000003DF	00000044	00000014	R	.	.	.	.	.	T	.
sub_442470	.text	00442470	000000E0	00000000	0000000C	R	.	.	.	.	.	.	.
sub_442550	.text	00442550	000001C4	00000040	00000014	R	.	.	.	.	.	.	.
sub_442720	.text	00442720	0000050D	00000044	0000000C	R	.	.	.	.	.	.	.
sub_442C30	.text	00442C30	000004D5	00000040	00000008	R	.	.	.	.	.	.	.
sub_443110	.text	00443110	0000026E	00000030	00000010	R	.	.	.	.	.	.	.
sub_443380	.text	00443380	000001DA	00000024	0000000C	R	.	.	.	.	.	.	.
sub_443560	.text	00443560	00000256	00000044	0000000C	R	.	.	.	.	.	.	.
sub_4437C0	.text	004437C0	00000222	00000044	00000008	R	.	.	.	.	.	.	.
sub_4439F0	.text	004439F0	00000233	0000001C	00000004	R	.	.	.	.	.	.	.
sub_443C50	.text	00443C50	0000021D	00000088	00000014	R	.	.	.	.	.	.	.
